taxid	pg	order	mlst	azm_mic	azm_int	azm_cat	cfm_mic	cfm_int	cfm_cat	cip_mic	cip_int	cip_cat	cro_mic	cro_int	cro_cat
GCGS0811	6	178	9365	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0812	3	484	1579	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0813	4	1003	1580	2	2.0-2.0	R	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0814	13	565	1600	0.125	0.125-0.125	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0815	13	570	7363	0.125	0.125-0.125	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0816	13	566	1600	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0817	13	562	7363	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0818	13	563	7363	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0819	8	534	11411	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.06	0.06-0.06	S	0.008	0.008-0.008	S
GCGS0820	4	1067	1580	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0821	4	1074	1580	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0822	6	29	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0823	4	999	1580	2	2.0-2.0	R	0.063	0.063-0.063	S	0.004	0.004-0.004	S	0.063	0.063-0.063	S
GCGS0824	3	487	1579	1	1.0-1.0	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0825	3	524	1579	1	1.0-1.0	S	0.125	0.125-0.125	S	0.03	0.03-0.03	S	0.06	0.06-0.06	S
GCGS0826	3	523	1579	1	1.0-1.0	S	0.125	0.125-0.125	S	0.03	0.03-0.03	S	0.06	0.06-0.06	S
GCGS0827	7	889	9363	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0828	3	535	1920	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.008	0.008-0.008	S	0.06	0.06-0.06	S
GCGS0829	2	853	1893	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0830	8	805	1927	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0831	3	508	1579	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0832	2	843	1893	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.002	0.002-0.002	S	0.063	0.063-0.063	S
GCGS0833	6	133	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0834	6	266	1901	2	2.0-2.0	R	0.125	0.125-0.125	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0835	6	197	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0836	6	189	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0837	6	27	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0838	6	42	1901	16	16.0-16.0	R	0.125	0.125-0.125	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0839	2	866	1893	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.002	0.002-0.002	S	0.015	0.015-0.015	S
GCGS0840	5	365	7371	0.25	0.25-0.25	S	0.125	0.125-0.125	S	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS0841	6	118	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0842	6	8	1901	2	2.0-2.0	R	0.125	0.125-0.125	S	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0843	8	773	NA	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0844	6	131	1901	4	4.0-4.0	R	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0845	3	533	1920	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0846	3	479	1579	1	1.0-1.0	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0847	6	230	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0848	6	84	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0849	6	276	7360	4	4.0-4.0	R	0.125	0.125-0.125	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0850	11	698	1584	0.5	0.5-0.5	S	0.125	0.125-0.125	S	1	1.0-1.0	R	0.03	0.03-0.03	S
GCGS0851	6	114	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0852	13	567	1600	2	2.0-2.0	R	0.032	0.032-0.032	S	32	32.0-32.0	R	0.063	0.063-0.063	S
GCGS0853	4	1075	1580	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0854	6	170	9365	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0855	3	461	1579	0.25	0.25-0.25	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0856	6	280	7360	8	8.0-8.0	R	0.125	0.125-0.125	S	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0857	7	900	9363	0.5	0.5-0.5	S	0.125	0.125-0.125	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0858	5	429	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0859	1	601	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0860	2	453	7371	8	8.0-8.0	R	0.125	0.125-0.125	S	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0861	5	359	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0862	6	31	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0863	6	30	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.125	0.125-0.125	R
GCGS0864	6	32	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.125	0.125-0.125	R
GCGS0865	3	489	1579	1	1.0-1.0	S	0.032	0.032-0.032	S	0.016	0.016-0.016	S	0.032	0.032-0.032	S
GCGS0866	3	488	1579	1	1.0-1.0	S	0.032	0.032-0.032	S	0.0169	0.0169-0.0169	S	0.032	0.032-0.032	S
GCGS0867	3	486	1579	1	1.0-1.0	S	0.032	0.032-0.032	S	0.016	0.016-0.016	S	0.032	0.032-0.032	S
GCGS0868	6	41	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0869	6	2	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0870	8	782	10316	2	2.0-2.0	R	1	1.0-1.0	R	0.25	0.25-0.25	S	0.125	0.125-0.125	R
GCGS0871	6	249	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0872	6	268	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0873	6	106	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0874	6	136	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0875	6	78	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0876	6	79	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0877	6	75	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0878	6	80	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0879	6	69	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0880	6	77	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0881	6	52	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0882	6	76	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0883	6	255	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0884	6	49	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0885	6	34	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0886	6	36	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0887	6	6	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0888	6	33	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0889	6	183	1901	2	2.0-2.0	R	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0890	4	1058	1580	0.25	0.25-0.25	S	0.25	0.25-0.25	R	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0891	6	21	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0892	6	20	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0893	6	19	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0894	6	254	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0895	6	96	10312	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0896	6	88	10312	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0897	6	92	10312	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0898	6	89	10312	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0899	6	90	10312	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0900	6	87	10312	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0901	6	97	10312	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0902	6	94	10312	0.25	0.25-0.25	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0903	6	91	10312	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0904	6	256	7360	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0905	6	64	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0906	6	43	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0907	1	613	1901	0.5	0.5-0.5	S	0.032	0.032-0.032	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0908	6	265	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0909	6	139	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0910	6	116	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0911	6	167	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0912	6	81	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0913	6	48	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0914	6	115	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0915	6	220	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0916	6	168	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0917	6	279	7360	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0918	6	278	7360	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0919	6	67	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0920	6	158	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.125	0.125-0.125	R
GCGS0921	6	185	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0922	6	23	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0923	6	68	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0924	6	58	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0925	6	281	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0926	2	817	7363	0.125	0.125-0.125	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0927	6	5	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0928	1	594	1901	0.25	0.25-0.25	S	0.032	0.032-0.032	S	8	8.0-8.0	R	0.032	0.032-0.032	S
GCGS0929	6	86	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0930	6	186	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0931	4	1057	1580	0.5	0.5-0.5	S	0.25	0.25-0.25	R	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0932	6	10	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0933	6	285	1901	1	1.0-1.0	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0934	6	17	1901	0.063	0.063-0.063	S	0.063	0.063-0.063	S	2	2.0-2.0	R	0.032	0.032-0.032	S
GCGS0935	6	65	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0936	6	11	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0937	6	16	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.125	0.125-0.125	R
GCGS0938	6	277	7360	2	2.0-2.0	R	1	1.0-1.0	R	16	16.0-16.0	R	0.25	0.25-0.25	R
GCGS0939	6	39	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0940	6	40	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0941	4	1044	1580	0.5	0.5-0.5	S	0.25	0.25-0.25	R	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0942	6	55	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0943	6	74	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0944	6	204	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0945	6	215	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0946	6	212	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0947	6	244	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0948	6	246	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0949	6	37	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0950	6	233	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0951	6	245	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0952	6	241	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0953	6	237	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0954	6	238	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0955	6	243	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0956	6	240	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0957	6	235	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0958	6	236	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0959	6	242	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0960	6	234	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.125	0.125-0.125	R
GCGS0961	6	239	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0962	6	205	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0963	6	232	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0964	4	1055	1580	0.25	0.25-0.25	S	0.25	0.25-0.25	R	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0965	6	214	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0966	6	15	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.125	0.125-0.125	R
GCGS0967	6	175	9365	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0968	6	181	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	4	4.0-4.0	R	0.032	0.032-0.032	S
GCGS0969	6	122	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0970	6	98	10312	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0971	6	176	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0972	6	171	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0973	6	135	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0974	6	179	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0975	6	14	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0976	6	13	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0977	6	123	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0978	6	72	NA	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0979	6	172	9365	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0980	6	127	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0981	6	166	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0982	6	177	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0983	6	56	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0984	6	223	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0985	6	28	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0986	6	222	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0987	6	140	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0988	6	124	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0989	6	174	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0990	6	1	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.032	0.032-0.032	S
GCGS0991	6	173	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.032	0.032-0.032	S
GCGS0992	6	213	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0993	6	250	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0994	6	247	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0995	6	224	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0996	6	219	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0997	6	221	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0998	6	218	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0999	6	24	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1000	6	119	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1001	6	164	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	32	32.0-32.0	R	0.125	0.125-0.125	R
GCGS1002	6	111	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS1003	6	217	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1004	6	12	1901	0.25	0.25-0.25	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1005	6	57	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1006	6	9	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1007	6	47	1901	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1008	6	138	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1009	6	137	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS1010	6	66	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1011	6	38	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1012	6	169	9365	1	1.0-1.0	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS1013	2	861	1893	0.5	0.5-0.5	S	0.5	0.5-0.5	R	0.004	0.004-0.004	S	0.125	0.125-0.125	R
GCGS1014	2	845	1893	0.25	0.25-0.25	S	0.5	0.5-0.5	R	0.004	0.004-0.004	S	0.125	0.125-0.125	R
GCGS1015	1	611	1901	0.063	0.063-0.063	S	0.032	0.032-0.032	S	4	4.0-4.0	R	0.016	0.016-0.016	S
